,Songs,Valence,Arousal,Dominance,HRV
0,HALV/1903,6.57,7.43,8.28,"['76.92', '76.92', '72.29', '71.43', '69.77', '69.77', '70.59', '70.59', '71.43', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '72.29', '72.29', '72.29', '71.43', '68.97', '68.18', '68.18', '67.42', '66.67', '66.67', '65.93', '65.22', '64.52', '64.52', '64.52', '64.52', '65.22', '65.22', '65.22', '65.22', '64.52', '64.52']"
1,HALV/1903,2.69,7.4,5.0,"['72.29', '69.77', '69.77', '69.77', '70.59', '70.59', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '74.07', '74.07', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07']"
2,HALV/1903,6.71,9.0,4.42,"['92.31', '92.31', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '90.91', '90.91', '90.91', '92.31', '92.31', '92.31', '92.31', '92.31', '90.91', '89.55', '88.24', '86.96', '86.96', '85.71', '85.71', '85.71', '88.24', '88.24', '86.96', '85.71', '86.96', '86.96', '86.96']"
3,HALV/1903,6.71,9.0,4.42,"['75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.00', '75.00', '74.07', '73.17', '73.17', '73.17', '75.00', '75.00', '75.95', '76.92', '77.92', '77.92', '77.92']"
4,HALV/1903,7.19,6.03,6.79,"['71.43', '71.43', '72.29', '72.29', '73.17', '74.07', '75.95', '75.95', '75.00', '73.17', '72.29', '68.18', '68.18', '67.42', '65.93', '63.83', '63.16', '61.22', '60.00', '61.22', '61.22', '61.86', '61.86', '60.61', '60.00', '60.00', '61.22', '64.52', '64.52', '65.22', '65.22', '65.22', '67.42', '67.42', '68.18', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '70.59']"
5,HALV/1903,6.11,9.16,9.0,"['74.07', '74.07', '74.07', '74.07', '74.07', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29', '72.29', '72.29', '72.29', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07']"
6,HALV/1903,6.23,6.98,4.94,"['74.07', '73.17', '72.29', '72.29', '73.17', '73.17', '74.07', '74.07', '74.07', '73.17', '72.29', '71.43', '71.43', '70.59', '70.59', '70.59', '71.43', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '73.17', '73.17', '74.07', '74.07', '74.07', '74.07', '74.07', '72.29', '72.29', '72.29', '73.17', '73.17', '73.17', '73.17', '73.17', '72.29']"
7,HALV/1903,3.19,6.93,5.0,"['96.77', '95.24', '95.24', '93.75', '92.31', '90.91', '89.55', '89.55', '89.55', '89.55', '89.55', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '90.91', '89.55', '89.55', '88.24', '88.24', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '85.71', '84.51', '84.51', '83.33', '82.19', '82.19', '80.00', '78.95', '77.92', '76.92']"
8,HALV/1903,6.79,5.91,5.0,"['60.61', '61.86', '63.16', '63.83', '63.83', '63.83', '64.52', '63.16', '62.50', '62.50', '62.50', '62.50', '62.50', '62.50', '62.50', '61.22', '58.82', '57.69', '57.14', '56.07', '55.56', '55.05', '55.56', '56.07', '56.07', '56.07', '56.07', '56.07', '57.14', '58.25', '60.61', '61.22', '62.50', '63.16', '63.83', '63.16', '63.16', '63.16', '63.16', '63.16', '63.16', '63.16']"
9,HALV/1903,7.27,7.95,6.95,"['78.95', '80.00', '81.08', '83.33', '84.51', '84.51', '84.51', '84.51', '83.33', '82.19', '83.33', '84.51', '84.51', '85.71', '84.51', '84.51', '82.19', '81.08', '81.08', '81.08', '82.19', '82.19', '84.51', '84.51', '84.51', '84.51', '83.33', '83.33', '82.19', '82.19', '81.08', '81.08', '82.19', '82.19', '81.08', '80.00', '80.00', '80.00', '81.08', '82.19', '82.19', '80.00']"
10,HALV/1903,6.81,8.19,9.0,"['103.45', '103.45', '103.45', '103.45', '103.45', '103.45', '101.69', '101.69', '100.00', '98.36', '96.77', '95.24', '93.75', '92.31', '92.31', '90.91', '90.91', '88.24', '88.24', '88.24', '89.55', '90.91', '92.31', '93.75', '93.75', '95.24', '96.77', '96.77', '96.77', '98.36', '100.00', '101.69', '103.45', '103.45', '105.26', '105.26', '105.26', '107.14', '107.14', '107.14', '109.09', '109.09']"
11,HALV/1903,6.99,6.87,7.94,"['98.36', '96.77', '96.77', '98.36', '98.36', '98.36', '98.36', '96.77', '96.77', '96.77', '98.36', '98.36', '98.36', '96.77', '96.77', '96.77', '96.77', '96.77', '98.36', '96.77', '95.24', '93.75', '93.75', '93.75', '95.24', '95.24', '95.24', '93.75', '93.75', '93.75', '95.24', '95.24', '93.75', '92.31', '89.55', '88.24', '89.55', '89.55', '92.31', '92.31', '90.91', '89.55']"
12,HALV/1903,7.84,9.0,8.22,"['80.00', '82.19', '83.33', '82.19', '82.19', '82.19', '81.08', '81.08', '80.00', '80.00', '80.00', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08', '80.00', '78.95', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '75.00', '74.07', '73.17', '73.17', '72.29', '71.43', '71.43', '72.29', '73.17', '74.07', '74.07', '74.07']"
13,HALV/1903,5.11,6.07,5.94,"['78.95', '78.95', '80.00', '81.08', '81.08', '82.19', '81.08', '81.08', '81.08', '81.08', '82.19', '82.19', '82.19', '82.19', '83.33', '83.33', '82.19', '82.19', '81.08', '80.00', '80.00', '80.00', '78.95', '77.92', '78.95', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '77.92', '76.92', '76.92', '76.92', '77.92']"
14,HALV/1903,1.12,7.6,2.13,"['76.92', '77.92', '76.92', '76.92', '75.95', '75.00', '75.00', '74.07', '75.00', '75.00', '75.00', '75.00', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '75.95', '75.00', '75.95', '75.95', '75.00', '75.00', '73.17', '73.17', '73.17', '73.17', '71.43', '71.43', '70.59', '69.77', '68.97', '68.97', '69.77', '69.77', '72.29', '73.17', '74.07', '75.00']"
15,HALV/1903,6.93,6.31,6.53,"['80.00', '81.08', '81.08', '81.08', '81.08', '81.08', '81.08', '80.00', '80.00', '78.95', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '75.95', '75.95', '77.92', '77.92', '78.95', '78.95', '77.92', '77.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '75.95', '75.95']"
16,HALV/1903,6.44,8.08,8.47,"['81.08', '81.08', '81.08', '81.08', '78.95', '75.00', '74.07', '73.17', '74.07', '75.00', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '74.07', '74.07', '74.07', '75.00', '73.17', '72.29', '68.97', '68.97', '71.43', '73.17']"
17,HALV/1903,1.21,7.32,1.0,"['75.95', '75.00', '75.00', '75.95', '77.92', '78.95', '80.00', '80.00', '80.00', '80.00', '80.00', '78.95', '78.95', '78.95', '80.00', '81.08', '82.19', '82.19', '82.19', '82.19', '81.08', '81.08', '82.19', '82.19', '83.33', '83.33', '84.51', '84.51', '85.71', '85.71', '85.71', '85.71', '85.71', '85.71', '86.96', '85.71', '86.96', '86.96', '85.71', '85.71', '83.33', '83.33']"
18,HALV/1903,5.0,8.65,5.0,"['69.77', '68.97', '68.97', '70.59', '70.59', '70.59', '71.43', '71.43', '70.59', '71.43', '71.43', '70.59', '71.43', '71.43', '71.43', '72.29', '72.29', '71.43', '71.43', '72.29', '72.29', '73.17', '74.07', '75.00', '75.95', '75.95', '75.00', '74.07', '72.29', '72.29', '72.29', '72.29', '72.29', '72.29', '70.59', '69.77', '68.97', '68.97', '69.77', '69.77', '68.97', '68.97', '68.18']"
19,HALV/1903,3.39,6.57,5.0,"['60.00', '61.22', '61.86', '61.86', '61.86', '61.86', '61.86', '61.86', '65.22', '66.67', '67.42', '67.42', '67.42', '66.67', '65.22', '65.22', '65.22', '65.93', '65.93', '65.93', '65.93', '65.22', '63.83', '62.50', '61.22', '60.61', '58.82', '57.69', '57.69', '58.82', '59.41', '59.41', '61.86', '63.83', '64.52', '65.22', '66.67', '67.42', '68.97', '68.18', '67.42', '65.93']"
20,HALV/1903,3.89,3.56,2.94,"['67.42', '67.42', '67.42', '67.42', '67.42', '65.93', '64.52', '63.83', '63.16', '63.16', '63.16', '63.83', '64.52', '64.52', '65.93', '66.67', '67.42', '67.42', '67.42', '68.18', '68.18', '68.97', '70.59', '70.59', '71.43', '71.43', '70.59', '70.59', '69.77', '69.77', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '68.97', '68.97', '68.97', '68.97', '68.18']"
21,HALV/1903,3.74,5.48,6.11,"['86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '85.71', '85.71', '85.71', '85.71', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96', '86.96']"
22,HALV/1903,2.58,6.88,5.0,"['63.83', '63.16', '63.16', '63.16', '65.22', '65.22', '65.22', '65.93', '65.93', '66.67', '66.67', '66.67', '67.42', '67.42', '68.18', '68.18', '68.97', '68.97', '69.77', '69.77', '68.97', '68.18', '68.18', '68.18', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.97', '68.18', '68.18', '68.18', '67.42', '67.42', '66.67', '66.67', '66.67']"
23,HALV/1903,5.0,6.97,5.0,"['78.95', '78.95', '77.92', '76.92', '76.92', '75.00', '75.00', '75.00', '75.00', '74.07', '74.07', '73.17', '73.17', '75.00', '75.00', '73.17', '72.29', '69.77', '68.18', '67.42', '68.18', '73.17', '76.92', '77.92', '82.19', '83.33', '84.51', '84.51', '85.71', '85.71', '86.96', '86.96', '88.24', '88.24', '86.96', '86.96', '85.71', '85.71', '83.33', '83.33', '82.19', '82.19']"
24,HALV/1903,4.0,2.98,1.98,"['100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '98.36', '98.36', '96.77', '96.77', '98.36', '98.36', '98.36', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '100.00', '98.36', '96.77', '96.77', '96.77', '96.77', '98.36', '98.36', '98.36', '98.36', '100.00', '100.00']"
25,HALV/1903,1.99,6.55,5.0,"['76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '74.07', '75.00', '75.00', '75.00', '75.00', '75.00', '74.07', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17', '73.17']"
26,HALV/1903,2.58,8.03,2.66,"['77.92', '77.92', '77.92', '77.92', '77.92', '78.95', '78.95', '78.95', '78.95', '78.95', '80.00', '80.00', '78.95', '77.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '75.95']"
27,HALV/1903,3.84,6.79,3.93,"['83.33', '83.33', '83.33', '83.33', '82.19', '82.19', '82.19', '82.19', '84.51', '84.51', '84.51', '84.51', '84.51', '83.33', '83.33', '83.33', '83.33', '83.33', '83.33', '84.51', '84.51', '84.51', '84.51', '83.33', '82.19', '80.00', '77.92', '75.00', '74.07', '73.17', '73.17', '73.17', '75.00', '75.95', '76.92', '77.92', '78.95', '80.00', '81.08', '81.08', '81.08', '81.08', '82.19']"
28,HALV/1903,4.02,6.58,6.39,"['75.95', '75.95', '76.92', '76.92', '75.95', '75.00', '73.17', '70.59', '69.77', '67.42', '67.42', '66.67', '66.67', '66.67', '66.67', '66.67', '66.67', '65.93', '66.67', '66.67', '66.67', '67.42', '69.77', '70.59', '71.43', '73.17', '73.17', '74.07', '74.07', '74.07', '75.00', '75.95', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '78.95', '80.00', '80.00', '80.00', '80.00']"
29,HALV/1903,6.98,9.0,9.0,"['69.77', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '69.77', '69.77', '69.77', '69.77', '69.77', '70.59', '69.77', '68.97', '67.42', '67.42', '67.42', '66.67', '65.22', '63.16', '60.61', '58.82', '58.25', '58.25', '60.61', '61.86', '63.16', '68.97', '69.77', '70.59', '70.59', '70.59', '70.59', '70.59', '71.43', '72.29', '74.07', '75.00', '74.07', '73.17', '71.43']"
30,HALV/1903,6.56,9.0,7.49,"['76.92', '76.92', '75.95', '75.95', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '77.92', '77.92', '77.92', '77.92', '77.92', '77.92', '76.92', '76.92', '76.92', '75.95', '75.95', '75.95', '76.92', '76.92', '76.92', '76.92', '76.92', '76.92', '75.95', '75.00', '75.00', '75.00', '75.95', '75.95', '76.92', '76.92', '76.92', '75.95']"
